VG1,3488635,39.11,323.04,2828100.0,0.87,29.04,39.05,0.0000002402,97.37,97.64,93.67,84.94,81.71,151.05,0.00,90.90,76.40,-3.000,-3.000,0.440,-3.0000.000000001380,44.06,328.75,46.96,323.48,45.11,317.83,38.37,330.11,39.78,315.80,33.34,327.46,31.70,322.61,34.30,317.94
VG1,3488636,38.57,323.52,2827400.0,0.88,28.53,38.57,0.0000002480,98.45,97.69,94.16,85.12,81.57,142.78,0.00,91.90,76.20,-3.000,-3.000,0.457,-3.0000.000000001470,43.49,329.20,46.38,323.98,44.54,318.37,37.83,330.54,39.25,316.33,32.82,327.90,31.18,323.08,33.78,318.44
VG1,3488637,38.09,324.21,2826600.0,0.88,28.05,38.06,0.0000002544,98.16,97.79,94.37,85.63,81.61,1.00,0.00,92.60,76.60,-3.000,-3.000,0.443,-3.0000.000000001400,42.98,329.87,45.86,324.71,44.04,319.14,37.34,331.18,38.77,317.07,32.34,328.55,30.72,323.74,33.32,319.14
VG1,3488638,37.68,324.68,2825800.0,0.89,27.66,37.69,0.0000002637,99.00,97.99,94.78,85.54,81.61,145.21,0.00,92.50,76.40,-3.000,-3.000,0.441,-3.0000.000000001430,42.54,330.32,45.42,325.19,43.61,319.66,36.92,331.62,38.37,317.59,31.94,329.00,30.33,324.21,32.93,319.63
VG1,3488642,34.29,325.40,2822800.0,0.91,24.62,35.32,0.0000002843,100.12,100.01,95.65,86.30,82.45,1.00,0.00,92.50,77.00,-3.000,-3.000,0.443,-3.0000.000000001280,38.99,330.76,41.81,325.88,40.12,320.61,33.49,332.08,35.03,318.57,28.63,329.58,27.08,324.93,29.68,320.49
VG1,3488643,38.75,324.72,2822000.0,0.88,28.92,39.52,0.0000002530,98.27,97.74,94.27,85.54,81.64,131.94,0.00,92.90,76.50,-3.000,-3.000,0.445,-3.0000.000000001440,43.69,330.27,46.56,324.94,44.70,319.38,38.04,331.77,39.39,317.49,33.02,329.24,31.37,324.45,33.94,319.75
VG1,3488644,36.28,325.51,2821200.0,0.89,26.57,37.32,0.0000002736,99.07,98.53,95.09,85.76,81.64,1.00,0.00,93.10,76.50,-3.000,-3.000,0.454,-3.0000.000000001430,41.08,330.92,43.92,325.84,42.15,320.46,35.53,332.34,36.97,318.50,30.59,329.85,29.00,325.14,31.58,320.58
VG1,3488645,34.54,326.38,2820500.0,0.91,24.90,35.70,0.0000002957,100.95,100.43,95.65,86.50,82.01,1.00,0.00,93.10,76.70,-3.000,-3.000,0.436,-3.0000.000000001360,39.25,331.73,42.07,326.81,40.36,321.54,33.76,333.08,35.26,319.53,28.88,330.60,27.32,325.94,29.92,321.49
VG1,3488646,32.70,327.24,2819700.0,0.92,23.16,34.00,0.0000003156,101.26,100.56,96.41,87.15,82.87,1.00,0.00,94.30,77.70,-3.000,-3.000,0.445,-3.0000.000000001210,37.32,332.52,40.13,327.76,38.48,322.59,31.88,333.80,33.46,320.53,27.06,331.33,25.54,326.73,28.14,322.37
VG1,3488647,22.84,326.73,2819000.0,0.97,14.72,27.24,0.0000003952,104.39,104.04,100.36,90.07,84.04,142.17,0.00,97.60,79.10,-3.000,-3.000,0.429,-3.0000.000000001110,27.10,331.66,29.90,327.43,28.50,322.71,21.84,332.78,23.78,320.55,17.23,330.42,15.90,326.03,18.59,322.01
VG1,3488648,35.78,331.07,2818200.0,0.90,25.80,35.30,0.0000004321,106.74,106.05,102.06,91.09,85.75,1.00,0.00,97.50,80.80,-3.000,-3.000,0.419,-3.0000.000000000873,40.53,336.67,43.38,331.79,41.65,326.38,34.99,337.83,36.50,324.19,30.09,335.18,28.53,330.45,31.12,326.02
