VG2,2062839,-15.56,123.31,1464000.0,0.70,45.73,34.11,0.0000018900,134.12,141.07,120.64,120.24,115.30,171.69,227.41,118.80,108.80,2.977,0.326,0.331,0.3530.000000000483,-14.60,126.49,-12.94,124.23,-12.82,121.55,-16.83,126.98,-14.30,119.93,-18.33,125.31,-18.20,122.50,-16.52,120.29
VG2,2062840,-16.61,124.90,1463400.0,0.68,47.08,35.51,0.0000019000,132.55,140.17,120.33,120.08,116.34,178.58,215.16,118.40,110.80,3.751,0.325,0.338,0.5730.000000000265,-15.65,128.15,-13.98,125.79,-13.86,123.04,-17.90,128.71,-15.34,121.42,-19.40,127.02,-19.27,124.13,-17.58,121.83
VG2,2062841,-16.19,124.55,1462900.0,0.69,46.18,34.61,0.0000019200,133.03,140.66,120.42,120.25,115.43,170.37,227.91,118.60,109.10,2.917,0.311,0.337,0.5060.000000000348,-15.23,127.74,-13.57,125.44,-13.45,122.74,-17.47,128.27,-14.93,121.13,-18.97,126.60,-18.84,123.76,-17.16,121.52
VG2,2062842,-15.93,123.82,1462300.0,0.71,44.96,33.44,0.0000019300,133.04,141.03,120.64,120.69,116.01,170.37,222.61,118.70,110.30,3.321,0.312,0.343,0.5510.000000000042,-14.97,126.94,-13.31,124.71,-13.20,122.07,-17.21,127.42,-14.68,120.48,-18.71,125.78,-18.58,123.02,-16.90,120.84
VG2,2062843,-15.75,123.22,1461800.0,0.72,43.89,32.42,0.0000019200,134.00,141.44,121.13,121.00,116.09,168.75,223.13,119.00,110.30,3.314,0.325,0.342,0.4070.000000000115,-14.79,126.29,-13.14,124.11,-13.02,121.52,-17.02,126.74,-14.50,119.95,-18.52,125.12,-18.39,122.42,-16.72,120.29
VG2,2062844,-20.39,121.29,1461200.0,0.73,43.06,32.83,0.0000017900,133.65,142.25,119.63,119.20,113.09,169.45,232.46,116.10,106.10,2.733,0.245,0.315,0.4830.000000000632,-19.46,124.28,-17.75,122.08,-17.60,119.53,-21.73,124.83,-19.07,118.02,-23.24,123.30,-23.07,120.60,-21.34,118.42
VG2,2062845,-20.41,121.20,1460700.0,0.74,42.56,32.40,0.0000017800,133.82,142.40,119.68,119.43,113.31,1.00,230.11,116.80,106.00,2.909,0.256,0.329,0.4730.000000000932,-19.47,124.16,-17.77,121.99,-17.62,119.46,-21.75,124.70,-19.09,117.96,-23.25,123.18,-23.09,120.50,-21.35,118.35
VG2,2062846,-20.55,121.47,1460100.0,0.74,42.43,32.32,0.0000017900,133.89,141.97,119.59,119.59,112.91,157.62,226.87,117.10,104.90,3.119,0.305,0.338,0.4610.000000001450,-19.61,124.42,-17.91,122.25,-17.75,119.72,-21.89,124.96,-19.23,118.23,-23.39,123.44,-23.22,120.77,-21.49,118.62
VG2,2062847,-20.70,121.64,1459600.0,0.74,42.21,32.17,0.0000018000,134.86,141.87,119.86,119.64,112.96,167.09,229.59,116.80,105.40,2.943,0.348,0.328,0.3220.000000001190,-19.76,124.57,-18.06,122.41,-17.91,119.90,-22.04,125.11,-19.38,118.41,-23.55,123.60,-23.38,120.94,-21.65,118.80
VG2,2062848,-20.91,121.91,1459000.0,0.74,42.11,32.14,0.0000018100,135.15,142.36,119.94,119.95,113.97,167.51,221.64,117.40,107.30,3.468,0.303,0.342,0.2880.000000000667,-19.98,124.84,-18.27,122.68,-18.12,120.17,-22.25,125.38,-19.60,118.68,-23.76,123.87,-23.59,121.22,-21.86,119.08
VG2,2062849,-21.05,122.24,1458500.0,0.74,42.05,32.11,0.0000018200,134.04,141.06,119.85,120.11,113.38,153.45,225.49,117.00,106.10,3.210,0.413,0.335,0.4370.000000000986,-20.11,125.17,-18.40,123.01,-18.25,120.50,-22.38,125.71,-19.73,119.02,-23.89,124.21,-23.73,121.56,-21.99,119.42
VG2,2062850,-27.00,121.40,1457900.0,0.73,43.50,35.21,0.0000018300,135.21,141.70,121.44,121.42,115.05,159.38,229.58,119.90,108.50,2.917,0.354,0.354,0.2680.000000001030,-26.09,124.35,-24.29,122.04,-24.09,119.47,-28.45,125.07,-25.58,118.02,-29.99,123.62,-29.77,120.85,-27.93,118.54
VG2,2062852,-27.35,122.03,1456800.0,0.73,43.42,35.25,0.0000018500,135.17,142.37,121.67,121.71,115.93,167.46,213.62,119.70,109.40,3.996,0.281,0.346,0.2720.000000000646,-26.43,124.97,-24.63,122.66,-24.43,120.10,-28.80,125.69,-25.93,118.66,-30.34,124.26,-30.12,121.49,-28.28,119.18
VG2,2062853,-27.32,122.22,1456300.0,0.73,43.18,35.05,0.0000018600,135.14,141.68,121.68,121.47,115.74,140.88,210.42,119.10,109.50,4.226,0.355,0.332,0.2750.000000000434,-26.40,125.15,-24.61,122.85,-24.41,120.31,-28.77,125.86,-25.90,118.87,-30.31,124.43,-30.09,121.68,-28.25,119.38
VG2,2062854,-27.24,121.99,1455700.0,0.74,42.58,34.57,0.0000018600,135.03,141.19,121.63,121.71,115.54,165.43,206.21,119.30,108.70,4.561,0.429,0.342,0.3020.000000000797,-26.32,124.89,-24.53,122.63,-24.33,120.11,-28.68,125.57,-25.82,118.67,-30.22,124.15,-30.01,121.43,-28.17,119.17
VG2,2062855,-26.72,121.18,1455200.0,0.75,41.29,33.41,0.0000018500,135.58,142.67,121.87,121.63,115.44,166.41,215.29,119.10,108.50,3.932,0.303,0.340,0.2550.000000000825,-25.79,124.03,-24.02,121.85,-23.82,119.38,-28.15,124.65,-25.31,117.95,-29.68,123.23,-29.47,120.58,-27.65,118.40
VG2,2062856,-18.20,115.78,1454600.0,0.85,32.23,23.40,0.0000019800,131.94,140.29,119.39,119.18,112.41,166.95,223.07,113.60,105.30,3.656,0.584,0.325,1.1490.000000000552,-17.26,118.38,-15.60,116.65,-15.47,114.46,-19.48,118.65,-16.93,113.05,-20.97,117.23,-20.82,114.96,-19.14,113.23
VG2,2062857,-14.19,116.46,1454100.0,0.86,30.76,20.67,0.0000019600,134.85,143.97,122.13,121.98,115.98,1.00,229.46,117.50,109.60,3.258,0.352,0.332,0.4810.000000000028,-13.23,119.04,-11.62,117.37,-11.52,115.22,-15.42,119.24,-12.98,113.80,-16.90,117.82,-16.79,115.60,-15.16,113.94
VG2,2062858,-14.25,116.68,1453500.0,0.86,30.55,20.51,0.0000019700,134.88,144.41,122.16,121.44,115.47,151.53,224.64,117.30,110.10,3.576,0.307,0.334,0.4760.000000000196,-13.29,119.25,-11.68,117.59,-11.57,115.44,-15.47,119.45,-13.03,114.02,-16.95,118.03,-16.84,115.82,-15.21,114.17
VG2,2062859,-14.37,116.96,1453000.0,0.86,30.42,20.45,0.0000019700,135.60,145.01,122.16,121.72,115.99,1.00,229.26,117.60,110.10,3.271,0.274,0.337,0.3740.000000000144,-13.40,119.52,-11.79,117.87,-11.69,115.72,-15.59,119.73,-13.15,114.31,-17.07,118.31,-16.96,116.10,-15.33,114.45
VG2,2062900,-14.73,117.13,1452400.0,0.86,30.29,20.49,0.0000019800,134.38,144.23,122.27,121.68,115.45,1.00,226.23,117.50,109.10,3.470,0.303,0.336,0.5610.000000000250,-13.77,119.69,-12.16,118.03,-12.05,115.89,-15.96,119.90,-13.52,114.49,-17.44,118.48,-17.33,116.28,-15.70,114.63
VG2,2062901,-15.15,117.35,1451900.0,0.86,30.23,20.61,0.0000019800,134.60,144.60,122.20,121.64,115.93,134.05,219.94,117.30,109.90,3.895,0.275,0.336,0.5220.000000000139,-14.19,119.90,-12.57,118.25,-12.47,116.11,-16.38,120.11,-13.93,114.70,-17.86,118.70,-17.75,116.50,-16.11,114.85
