8232.00,2,881.85,2,-2.47,0,343.60,4,318.40,0,27628.,0
8307.40,1,866.77,2,-2.57,4,342.22,4,318.24,0,26868.,0
8382.80,1,847.67,2,-2.67,4,340.48,4,318.08,0,26108.,0
8458.30,1,831.43,2,-3.46,4,339.02,4,317.92,0,25347.,0
8533.70,1,818.81,2,-3.61,4,337.77,4,317.75,0,24587.,4
8609.20,1,804.82,2,-3.55,4,336.44,4,317.59,0,23826.,4
8684.60,3,786.29,2,-3.65,4,334.52,0,317.43,4,23935.,0
8760.00,4,764.82,0,-3.28,0,332.60,0,317.27,0,24044.,4
8835.50,1,743.32,2,-2.91,4,330.68,4,317.11,0,23587.,4
8910.90,1,720.70,2,-2.44,4,328.42,4,316.94,0,21427.,4
8986.40,1,696.28,2,-2.53,4,326.22,4,316.78,0,21408.,4
9061.80,1,672.27,2,-2.51,4,323.87,4,316.62,0,20451.,4
9137.20,1,650.68,2,-1.98,4,321.72,4,316.46,0,19910.,4
9212.70,1,634.38,2,-2.76,4,319.93,4,316.30,0,18946.,4
9288.10,1,622.17,2,-2.76,4,318.85,4,316.14,0,19429.,4
9363.60,4,609.98,0,-2.34,0,317.44,0,315.97,0,19097.,4
9439.00,2,597.81,4,-1.93,4,316.04,4,315.81,0,18658.,0
9514.40,1,584.78,4,-2.04,4,314.52,4,315.65,0,18219.,4
9589.90,1,573.12,4,-1.49,4,312.92,4,315.49,0,17147.,4
9665.30,1,562.94,4,-1.06,4,311.76,4,315.33,0,16896.,4
9740.80,1,552.25,4,-0.88,4,310.59,4,315.16,0,17808.,4
9816.20,1,545.07,4,-0.57,4,309.94,4,315.00,0,16539.,4
9891.70,3,542.55,4,0.00,4,309.94,0,314.84,4,16461.,0
9967.10,5,540.58,0,0.00,0,309.94,0,314.40,0,16383.,0
10042.50,2,538.60,4,0.00,4,309.94,4,313.97,0,16305.,0
10118.00,1,538.60,4,0.00,4,309.50,4,313.53,0,16227.,0
10193.40,1,538.09,4,0.00,4,309.50,4,313.09,0,16149.,0
10268.90,1,537.71,4,0.00,4,309.72,4,312.65,0,16071.,0
10344.30,1,537.07,4,0.00,4,309.06,4,312.22,0,15993.,4
10419.70,1,536.82,4,0.00,4,309.06,4,311.78,0,16673.,4
10495.20,3,537.20,4,0.00,4,309.01,0,311.34,4,16737.,0
10570.60,4,537.26,0,-0.20,0,308.96,0,311.17,0,16800.,4
10646.10,1,537.32,4,-0.41,4,308.91,4,311.00,0,15502.,4
10721.50,1,538.45,4,-0.72,4,309.86,4,310.83,0,15684.,4
10796.90,1,540.08,4,0.35,4,309.06,4,310.67,0,16038.,4
10872.40,1,540.71,4,0.39,4,309.06,4,310.50,0,15504.,4
10947.80,1,542.35,4,0.38,4,309.43,4,310.33,0,15797.,4
11023.30,1,542.22,4,-0.34,4,309.43,4,310.16,0,15402.,4
11098.70,1,539.57,4,0.32,4,308.91,4,309.99,0,16588.,4
11174.10,4,537.24,0,0.32,0,309.02,0,309.82,0,16628.,4
11249.60,2,534.90,2,0.33,4,309.13,4,309.65,0,16262.,0
11325.00,1,533.51,2,0.00,4,308.91,4,309.48,0,15896.,4
11400.50,1,536.78,4,0.00,4,308.91,4,309.31,0,15977.,4
11475.90,1,538.67,4,0.61,4,309.28,4,309.15,0,15906.,4
11551.40,1,537.41,4,0.35,4,308.69,4,308.98,0,15798.,4
11626.80,1,537.91,4,0.65,4,308.99,4,308.81,0,16140.,4
11702.20,3,538.54,4,0.35,4,308.97,0,308.64,4,16064.,0
11777.70,5,538.11,0,0.33,0,308.96,0,308.60,0,15989.,0
11853.00,0,537.68,0,0.32,0,308.94,0,308.56,0,15913.,0
11928.40,0,537.25,0,0.30,0,308.93,0,308.52,0,15837.,0
12003.80,0,536.82,0,0.29,0,308.91,0,308.47,0,15762.,0
12079.30,0,536.39,0,0.27,0,308.89,0,308.43,0,15686.,0
12154.70,0,535.96,0,0.26,0,308.88,0,308.39,0,15610.,0
12230.20,0,535.52,0,0.24,0,308.86,0,308.35,0,15534.,0
12305.60,0,535.09,0,0.23,0,308.85,0,308.31,0,15459.,0
12381.00,0,534.66,0,0.21,0,308.83,0,308.27,0,15383.,0
12456.50,0,534.23,0,0.20,0,308.81,0,308.22,0,15307.,0
12531.90,0,533.80,0,0.18,0,308.80,0,308.18,0,15231.,0
12607.40,0,533.37,0,0.17,0,308.78,0,308.14,0,15156.,0
12682.80,0,532.94,0,0.15,0,308.76,0,308.10,0,15080.,0
12758.20,0,532.51,0,0.14,0,308.75,0,308.06,0,15004.,0
12833.70,0,532.08,0,0.12,0,308.73,0,308.02,0,14928.,0
12909.10,0,531.65,0,0.11,0,308.72,0,307.97,0,14853.,0
12984.60,0,531.21,0,0.09,0,308.70,0,307.93,0,14777.,0
13060.00,0,530.78,0,0.08,0,308.68,0,307.89,0,14701.,0
13135.40,0,530.35,0,0.06,0,308.67,0,307.85,0,14625.,0
13210.90,0,529.92,0,0.05,0,308.65,0,307.81,0,14550.,0
13286.30,1,529.49,0,0.03,0,308.64,0,307.77,0,14474.,4
13361.80,1,529.06,4,0.02,0,308.62,4,307.72,0,14161.,4
13437.20,1,530.32,4,0.00,4,308.62,4,307.68,0,14124.,4
13512.70,3,533.73,4,0.00,4,308.73,0,307.64,4,14150.,0
13588.10,5,534.72,0,0.05,0,308.84,0,307.69,0,14177.,0
13663.50,0,535.71,0,0.10,0,308.95,0,307.75,0,14203.,0
13739.00,0,536.71,0,0.15,0,309.06,0,307.80,0,14229.,0
13814.40,0,537.70,0,0.21,0,309.17,0,307.85,0,14255.,0
13889.90,0,538.70,0,0.26,0,309.28,0,307.91,0,14282.,0
13965.30,1,539.69,0,0.31,0,309.39,0,307.96,0,14308.,4
14040.70,1,540.68,4,0.36,4,309.50,4,308.02,0,15229.,4
14116.20,1,545.97,4,0.38,4,310.08,4,308.07,0,15009.,4
14191.60,4,552.14,0,-0.23,0,310.77,0,308.12,0,15821.,4
14267.10,2,558.31,4,-0.84,4,311.47,4,308.18,0,15712.,0
14342.50,1,558.44,4,-1.12,4,311.47,4,308.23,0,15604.,4
14417.90,1,560.32,4,-1.31,4,311.76,4,308.28,0,15754.,4
14493.40,1,562.21,4,-1.12,4,311.98,4,308.34,0,15738.,4
14568.80,1,567.61,4,-0.86,4,312.56,4,308.39,0,15294.,4
14644.30,1,571.76,4,-1.62,4,313.00,4,308.45,0,15369.,4
14719.70,3,579.42,4,-2.27,4,313.70,0,308.50,4,15586.,0
14795.10,4,584.56,0,-2.40,0,314.40,0,308.82,0,15802.,4
14870.60,1,589.70,4,-2.53,4,315.10,4,309.14,0,16405.,4
14946.00,1,593.83,4,-2.63,4,315.46,4,309.45,0,16143.,4
15021.50,1,600.47,4,-2.57,4,316.18,4,309.77,0,15804.,4
15096.90,1,603.34,4,-3.04,4,316.55,4,310.09,0,15689.,4
15172.40,1,600.59,4,-3.16,4,316.18,4,310.41,0,15742.,4
15247.80,1,607.22,4,-2.67,4,316.98,4,310.72,0,15986.,4
15323.20,1,615.59,3,-1.64,4,317.63,4,311.04,0,15615.,4
15398.70,4,617.73,0,-2.03,0,317.92,0,311.36,0,15659.,0
15474.10,2,619.87,4,-2.42,4,318.20,4,311.67,0,15703.,0
15549.60,1,623.99,4,-2.61,4,318.56,4,311.99,0,15747.,0
15625.00,1,628.49,4,-2.82,4,319.07,4,312.31,0,15791.,0
15700.40,1,631.98,4,-2.19,4,319.50,4,312.63,0,15835.,0
15775.90,1,633.23,4,-2.67,4,319.79,4,312.94,0,15879.,4
15851.30,1,635.10,4,-3.12,4,319.86,4,313.26,0,17150.,4
15926.80,3,636.97,4,-3.23,4,320.24,0,313.58,4,17628.,0
16002.20,4,641.77,0,-3.06,0,320.63,0,313.89,0,18106.,4
16077.60,1,646.56,4,-2.89,4,321.01,4,314.20,0,18263.,4
16153.10,1,655.38,4,-3.16,4,321.87,4,314.51,0,18251.,4
16228.50,1,662.34,4,-3.40,4,322.37,4,314.82,0,18699.,4
16304.00,1,667.92,4,-3.76,4,323.01,4,315.14,0,18435.,4
16379.40,1,667.93,4,-3.35,4,323.08,4,315.45,0,18711.,4
16454.80,1,665.32,4,-3.46,4,322.87,4,315.76,0,17983.,4
16530.30,1,664.46,4,-3.33,4,322.80,4,316.07,0,18391.,4
16605.70,4,661.67,0,-2.90,0,322.48,0,316.38,0,18603.,4
16681.20,2,658.88,4,-2.46,4,322.15,4,316.69,0,18501.,0
16756.60,1,659.13,4,-2.34,4,322.15,4,317.00,0,18400.,4
16832.10,1,653.30,4,-2.95,4,321.58,4,317.32,0,18219.,4
16907.50,1,649.45,4,-2.31,4,321.15,4,317.63,0,18502.,4
16982.90,1,651.69,4,-2.78,4,321.29,4,317.94,0,18540.,4
17058.40,1,652.69,4,-2.31,4,321.36,4,318.25,0,19107.,4
17133.80,3,652.07,4,-3.12,4,321.34,0,318.56,4,19037.,0
17209.30,5,651.39,0,-2.81,0,321.31,0,318.53,0,18968.,0
17284.70,2,650.72,4,-2.51,4,321.29,4,318.50,0,18898.,0
17360.10,1,647.48,4,-2.93,4,321.01,4,318.47,0,18828.,0
17435.60,1,643.50,4,-2.23,4,320.58,4,318.43,0,18758.,0
17511.00,1,630.06,4,-2.51,4,319.28,4,318.40,0,18689.,0
17586.50,1,616.09,4,-2.76,4,317.70,4,318.37,0,18619.,4
17661.90,1,606.47,4,-1.98,4,316.98,4,318.34,0,18242.,4
17737.30,3,603.09,4,-2.44,4,316.30,0,318.31,4,18595.,0
17812.80,4,596.33,0,-2.33,0,315.63,0,318.00,0,18948.,4
17888.20,1,589.57,4,-2.23,4,314.95,4,317.68,0,17351.,4
17963.70,1,585.43,4,-1.14,4,314.30,4,317.37,0,18241.,4
18039.10,1,580.79,4,-0.98,4,313.72,4,317.06,0,16155.,4
18114.60,1,574.14,4,-1.08,4,312.92,4,316.74,0,17065.,4
18190.00,1,569.87,4,-0.70,4,312.71,4,316.43,0,16794.,4
18265.40,1,568.60,4,-0.74,4,312.27,4,316.12,0,15662.,4
18340.90,1,564.71,4,-0.70,4,311.98,4,315.80,0,16764.,4
18416.30,4,565.02,0,-0.91,0,311.95,0,315.49,0,15454.,4
18491.80,2,565.33,4,-1.12,4,311.91,4,315.18,0,16010.,0
18567.20,1,565.07,4,-1.66,4,312.12,4,314.87,0,16566.,4
18642.60,1,563.05,4,-0.66,4,311.98,4,314.55,0,14676.,4
18718.10,1,560.66,4,-0.54,4,311.54,4,314.24,0,15619.,4
18793.50,1,560.03,4,-0.40,4,311.47,4,313.93,0,13348.,4
18869.00,1,557.13,4,-0.36,4,311.18,4,313.61,0,13543.,4
18944.40,3,555.74,4,-0.34,4,311.40,0,313.30,4,13600.,0
19019.80,5,557.85,0,-0.43,0,311.62,0,313.31,0,13658.,0
19096.00,0,559.98,0,-0.52,0,311.84,0,313.32,0,13715.,0
19171.40,0,562.09,0,-0.60,0,312.07,0,313.33,0,13773.,0
19246.80,0,564.19,0,-0.69,0,312.29,0,313.34,0,13830.,0
19322.30,0,566.30,0,-0.78,0,312.51,0,313.35,0,13887.,0
19397.70,0,568.41,0,-0.87,0,312.73,0,313.36,0,13945.,0
19473.20,0,570.52,0,-0.96,0,312.95,0,313.36,0,14002.,0
19548.60,0,572.63,0,-1.04,0,313.17,0,313.37,0,14059.,0
19624.00,0,574.74,0,-1.13,0,313.39,0,313.38,0,14116.,0
19699.50,0,576.85,0,-1.22,0,313.61,0,313.39,0,14174.,0
19774.90,0,578.96,0,-1.31,0,313.83,0,313.40,0,14231.,0
19850.40,0,581.07,0,-1.39,0,314.05,0,313.41,0,14288.,0
19925.80,0,583.18,0,-1.48,0,314.27,0,313.42,0,14346.,0
20001.20,0,585.29,0,-1.57,0,314.49,0,313.43,0,14403.,0
20076.70,0,587.40,0,-1.66,0,314.71,0,313.44,0,14460.,0
20152.10,0,589.50,0,-1.75,0,314.94,0,313.45,0,14518.,0
20227.60,0,591.61,0,-1.83,0,315.16,0,313.46,0,14575.,0
20303.00,0,593.72,0,-1.92,0,315.38,0,313.46,0,14632.,0
20378.40,0,595.83,0,-2.01,0,315.60,0,313.47,0,14689.,0
20453.90,0,597.94,0,-2.10,0,315.82,0,313.48,0,14747.,0
20529.30,1,600.05,0,-2.18,0,316.04,0,313.49,0,14804.,4
20604.80,1,602.16,4,-2.27,0,316.26,4,313.50,0,14453.,4
20680.20,1,606.91,4,-2.36,4,316.76,4,313.51,0,14808.,4
20755.70,3,603.91,4,-1.72,4,316.60,0,313.52,4,14885.,0
20831.10,5,602.57,0,-1.68,0,316.43,0,313.54,0,14961.,0
20906.50,0,601.23,0,-1.63,0,316.27,0,313.57,0,15038.,0
20982.00,0,599.89,0,-1.59,0,316.11,0,313.59,0,15115.,0
21057.40,0,598.55,0,-1.54,0,315.95,0,313.62,0,15192.,0
21132.90,0,597.21,0,-1.50,0,315.78,0,313.64,0,15268.,0
21208.30,1,595.87,0,-1.45,0,315.62,0,313.67,0,15345.,4
21283.70,1,594.53,4,-1.41,4,315.46,4,313.69,0,15076.,4
21359.20,1,590.65,4,-1.39,4,315.10,4,313.72,0,14952.,4
21434.60,4,591.21,0,-1.64,0,315.13,0,313.74,0,14765.,4
21510.10,2,591.77,4,-1.89,4,315.17,4,313.77,0,14918.,0
21585.50,1,594.78,4,-2.31,4,315.39,4,313.79,0,15070.,4
21660.90,1,594.90,4,-2.67,4,315.39,4,313.82,0,14844.,4
21736.40,1,597.53,4,-2.38,4,315.82,4,313.85,0,14187.,4
21811.80,1,595.90,4,-2.31,4,315.68,4,313.87,0,13018.,4
21887.30,1,592.52,4,-2.36,4,315.39,4,313.89,0,12877.,4
21962.70,3,587.39,4,-1.58,4,315.34,0,313.92,4,13272.,0
22038.10,4,589.95,0,-1.33,0,315.29,0,313.81,0,13667.,4
22113.60,1,592.52,4,-1.08,4,315.24,4,313.71,0,13406.,4
22189.00,1,595.15,4,-1.47,4,315.53,4,313.60,0,12904.,4
22264.50,1,587.01,4,-1.49,4,314.66,4,313.49,0,12893.,4
22339.90,1,586.26,4,-1.39,4,314.52,4,313.39,0,12959.,4
22415.40,1,580.87,4,-1.37,4,313.94,4,313.28,0,12383.,4
22490.80,1,573.97,4,-0.80,4,313.29,4,313.17,0,12860.,4
22566.20,1,569.45,4,-1.02,4,313.00,4,313.07,0,12710.,4
22641.70,4,565.04,0,-0.70,0,312.38,0,312.96,0,12792.,0
22717.10,2,560.64,4,-0.39,4,311.76,4,312.85,0,12874.,0
22792.60,1,554.47,4,-1.04,4,311.18,4,312.74,0,12957.,0
22868.00,1,551.33,4,-0.80,4,310.89,4,312.64,0,13039.,0
22943.40,1,551.58,4,-0.49,4,310.81,4,312.53,0,13121.,0
23018.90,1,550.57,4,-0.66,4,310.67,4,312.42,0,13203.,4
23094.30,1,552.46,4,-0.57,4,310.81,4,312.32,0,13755.,4
