8232.00,881.85,2,343.60,4,26.53751,0,27628.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,1.71,0,1.71,0
8307.40,866.77,2,342.22,4,26.53619,2,26868.,0,6103.895,4,0.1452309,4,3.0746555,4,-65.90,4,-0.72,4,-0.85,2,1.97,2
8382.80,847.67,2,340.48,4,26.53497,2,26108.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.63,2,2.07,2
8458.30,831.43,2,339.02,4,26.53450,2,25347.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.88,2,1.72,2
8533.70,818.81,2,337.77,4,26.53277,2,24587.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.95,2,1.60,2
8609.20,804.82,2,336.44,4,26.53182,2,23826.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.52,2,1.98,2
8684.60,786.29,2,334.52,0,26.52874,0,23935.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.04,0,2.48,0
8760.00,764.82,0,332.60,0,26.52994,0,24044.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.35,0,2.72,0
8835.50,743.32,2,330.68,4,26.53182,2,23587.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.56,2,2.86,2
8910.90,720.70,2,328.42,4,26.53136,2,21427.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.89,2,3.13,2
8986.40,696.28,2,326.22,4,26.53520,2,21408.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,1.14,2,3.31,2
9061.80,672.27,2,323.87,4,26.53733,2,20451.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,1.19,2,3.20,2
9137.20,650.68,2,321.72,4,26.53961,2,19910.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.88,2,2.73,2
9212.70,634.38,2,319.93,4,26.53955,2,18946.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.37,2,2.10,2
9288.10,622.17,2,318.85,4,26.54375,2,19429.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.21,2,1.82,2
9363.60,609.98,0,317.44,0,26.54353,0,19097.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.35,0,1.85,0
9439.00,597.81,4,316.04,4,26.54375,4,18658.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.59,4,1.94,4
9514.40,584.78,4,314.52,4,26.54404,4,18219.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.86,4,1.94,4
9589.90,573.12,4,312.92,4,26.54116,4,17147.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.89,4,1.74,4
9665.30,562.94,4,311.76,4,26.54235,4,16896.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,1.03,4,1.69,4
9740.80,552.25,4,310.59,4,26.54458,4,17808.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,1.07,4,1.47,4
9816.20,545.07,4,309.94,4,26.54825,4,16539.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.74,4,0.80,4
9891.70,542.55,4,309.94,0,26.55292,0,16461.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.68,0,0.37,0
9967.10,540.58,0,309.94,0,26.55657,0,16383.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.70,0,0.33,0
10042.50,538.60,4,309.94,4,26.56026,4,16305.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.58,4,0.17,4
10118.00,538.60,4,309.50,4,26.55390,4,16227.,0,6106.542,4,0.1446135,4,3.0554047,4,-66.29,4,1.64,4,0.27,4,0.04,4
10193.40,538.09,4,309.50,4,26.55485,4,16149.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.17,4,0.07,4
10268.90,537.71,4,309.72,4,26.55874,4,16071.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,0.22,4,0.09,4
10344.30,537.07,4,309.06,4,26.55038,4,15993.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.07,4,0.07,4
10419.70,536.82,4,309.06,4,26.55085,4,16673.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.31,4,-0.01,4
10495.20,537.20,4,309.01,0,26.54941,0,16737.,0,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.39,0,-0.04,0
10570.60,537.26,0,308.96,0,26.54858,0,16800.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.39,0,-0.01,0
10646.10,537.32,4,308.91,4,26.54774,4,15502.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.50,4,-0.10,4
10721.50,538.45,4,309.86,4,26.55939,4,15684.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.49,4,-0.23,4
10796.90,540.08,4,309.06,4,26.54476,4,16038.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.72,4,-0.19,4
10872.40,540.71,4,309.06,4,26.54359,4,15504.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.78,4,-0.19,4
10947.80,542.35,4,309.43,4,26.54590,4,15797.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.72,4,-0.13,4
11023.30,542.22,4,309.43,4,26.54615,4,15402.,4,0.000,0,0.0000000,0,0.0000000,0,0.00,0,0.00,0,-0.35,4,0.23,4
