376,3221.1,73.319,708.18,3045.33
377,3229.7,73.640,708.64,2978.23
378,3238.3,73.996,709.40,2904.10
379,3246.9,74.388,710.08,2822.55
380,3255.4,74.381,710.41,2824.06
381,3264.0,74.847,711.01,2727.77
382,3272.6,75.277,711.80,2639.35
383,3281.2,75.597,712.60,2573.79
384,3289.8,75.953,712.93,2500.92
385,3298.4,76.382,713.47,2413.73
386,3306.9,76.520,713.90,2385.78
387,3315.5,76.877,714.50,2313.61
388,3324.1,77.234,715.26,2241.70
389,3332.7,77.609,715.91,2166.43
390,3341.3,77.941,716.31,2100.03
391,3349.9,78.243,716.82,2039.84
392,3358.5,78.607,717.65,1967.52
393,3367.0,78.754,718.36,1938.36
394,3375.6,79.118,718.96,1866.34
395,3384.2,79.451,719.63,1800.67
396,3392.8,79.753,719.87,1741.31
397,3401.4,80.086,720.69,1676.07
398,3410.0,80.481,721.25,1599.14
399,3418.6,80.690,721.67,1558.44
400,3427.1,80.992,722.18,1499.77
401,3435.7,81.356,722.71,1429.31
402,3444.3,81.720,723.38,1359.08
403,3452.9,82.053,723.76,1295.24
404,3461.5,82.439,724.48,1221.29
405,3470.1,82.887,725.12,1135.80
406,3478.6,82.910,725.67,1131.55
407,3487.2,83.288,726.09,1059.67
408,3495.8,83.665,726.46,988.25
409,3504.4,84.029,727.16,919.73
410,3513.0,84.335,727.76,862.12
411,3521.6,84.698,728.52,793.99
412,3530.2,85.119,728.95,715.47
413,3538.7,85.197,729.62,700.85
414,3547.3,85.675,729.91,612.09
415,3555.9,86.038,730.39,544.82
416,3564.5,86.430,731.26,472.60
417,3573.1,86.795,731.93,405.56
418,3581.7,87.185,732.28,333.99
419,3590.3,87.559,732.81,265.80
420,3598.8,87.679,733.31,243.82
421,3607.4,88.080,733.57,171.01
422,3616.0,88.454,734.34,103.35
423,3624.6,88.802,734.47,40.42
424,3633.2,89.025,734.75,0.35
425,3641.8,89.019,734.39,1.47
426,3650.4,89.038,734.67,-1.90
427,3658.9,89.031,734.37,-0.79
428,3667.5,89.025,734.31,0.32
429,3676.1,89.019,734.46,1.43
430,3684.7,89.064,734.44,-6.63
431,3693.3,89.058,734.27,-5.53
