S,3212,43.919,709.531,0.172,383.24,0.03,2.072331,0.000617,2.82583,0.00069,65.278,130.304,109.972,21.870,73306.480
S,3212,43.957,706.714,0.168,383.04,0.03,2.063028,0.000603,2.81461,0.00067,65.290,130.286,109.966,21.871,73306.235
S,3212,43.983,704.762,0.161,382.89,0.03,2.056550,0.000579,2.80684,0.00064,65.298,130.274,109.963,21.872,73306.071
S,3212,44.011,702.727,0.154,382.73,0.03,2.049774,0.000555,2.79873,0.00061,65.306,130.262,109.959,21.873,73305.907
S,3212,44.041,700.514,0.148,382.56,0.03,2.042377,0.000537,2.78992,0.00059,65.314,130.249,109.955,21.874,73305.743
S,3212,44.074,698.100,0.148,382.36,0.03,2.034300,0.000538,2.78030,0.00059,65.321,130.237,109.951,21.875,73305.579
S,3212,44.109,695.576,0.154,382.16,0.03,2.025875,0.000559,2.77025,0.00061,65.329,130.225,109.948,21.875,73305.415
S,3212,44.144,693.046,0.164,381.96,0.03,2.017460,0.000594,2.76017,0.00065,65.337,130.213,109.944,21.876,73305.252
S,3212,44.177,690.620,0.175,381.78,0.03,2.009437,0.000631,2.75051,0.00070,65.345,130.201,109.940,21.877,73305.088
S,3212,44.222,687.360,0.184,381.55,0.03,1.998723,0.000661,2.73753,0.00073,65.357,130.182,109.935,21.878,73304.842
S,3212,44.276,683.407,0.184,381.27,0.03,1.985782,0.000661,2.72179,0.00073,65.373,130.158,109.927,21.880,73304.514
S,3212,44.328,679.642,0.174,381.00,0.03,1.973468,0.000627,2.70679,0.00069,65.389,130.133,109.920,21.881,73304.187
S,3212,44.377,676.106,0.164,380.75,0.03,1.961897,0.000590,2.69271,0.00065,65.405,130.109,109.912,21.883,73303.859
S,3212,44.421,672.967,0.143,380.52,0.03,1.951587,0.000522,2.68021,0.00057,65.421,130.083,109.905,21.885,73303.531
S,3212,44.455,670.542,0.129,380.31,0.03,1.943527,0.000480,2.67055,0.00052,65.433,130.065,109.899,21.886,73303.285
S,3212,44.480,668.803,0.125,380.16,0.03,1.937691,0.000468,2.66362,0.00050,65.441,130.052,109.896,21.887,73303.122
S,3212,44.507,666.949,0.124,379.98,0.03,1.931422,0.000466,2.65624,0.00049,65.449,130.040,109.892,21.888,73302.958
S,3212,44.536,664.980,0.123,379.79,0.03,1.924726,0.000462,2.64839,0.00049,65.457,130.028,109.888,21.889,73302.794
S,3212,44.567,662.913,0.120,379.57,0.03,1.917661,0.000454,2.64016,0.00048,65.464,130.015,109.885,21.889,73302.630
S,3212,44.599,660.731,0.117,379.34,0.03,1.910171,0.000446,2.63147,0.00047,65.472,130.003,109.881,21.890,73302.466
S,3212,44.634,658.408,0.116,379.08,0.03,1.902172,0.000444,2.62222,0.00046,65.480,129.991,109.877,21.891,73302.302
S,3212,44.670,656.005,0.116,378.81,0.03,1.893894,0.000444,2.61265,0.00046,65.488,129.978,109.873,21.892,73302.139
S,3212,44.706,653.628,0.116,378.55,0.03,1.885709,0.000446,2.60318,0.00046,65.496,129.966,109.870,21.893,73301.975
S,3212,44.741,651.341,0.117,378.29,0.03,1.877846,0.000451,2.59408,0.00047,65.504,129.954,109.866,21.893,73301.811
S,3212,44.774,649.130,0.120,378.05,0.03,1.870242,0.000461,2.58527,0.00048,65.512,129.941,109.862,21.894,73301.647
S,3212,44.807,646.986,0.121,377.80,0.03,1.862858,0.000467,2.57673,0.00048,65.520,129.929,109.859,21.895,73301.483
S,3212,44.838,644.949,0.120,377.56,0.03,1.855829,0.000465,2.56862,0.00048,65.528,129.917,109.855,21.896,73301.319
S,3212,44.870,642.911,0.117,377.32,0.03,1.848749,0.000455,2.56050,0.00047,65.536,129.904,109.851,21.897,73301.156
S,3212,44.905,640.651,0.113,377.03,0.03,1.840833,0.000439,2.55150,0.00045,65.544,129.891,109.848,21.898,73300.992
S,3212,44.947,638.039,0.107,376.68,0.03,1.831626,0.000417,2.54110,0.00043,65.551,129.879,109.844,21.898,73300.828
S,3212,44.992,635.219,0.101,376.29,0.03,1.821674,0.000393,2.52987,0.00040,65.559,129.868,109.840,21.899,73300.664
S,3212,45.037,632.411,0.096,375.91,0.02,1.811779,0.000374,2.51868,0.00038,65.567,129.855,109.836,21.900,73300.500
S,3212,45.081,629.644,0.093,375.53,0.02,1.802045,0.000367,2.50766,0.00037,65.575,129.843,109.833,21.901,73300.336
S,3212,45.126,626.852,0.095,375.15,0.03,1.792231,0.000373,2.49655,0.00038,65.583,129.830,109.829,21.902,73300.172
S,3212,45.171,624.029,0.098,374.77,0.03,1.782325,0.000382,2.48530,0.00039,65.591,129.819,109.825,21.902,73300.009
S,3212,45.215,621.321,0.098,374.40,0.03,1.772844,0.000381,2.47452,0.00039,65.599,129.806,109.821,21.903,73299.845
S,3212,45.257,618.719,0.095,374.04,0.03,1.763747,0.000372,2.46415,0.00038,65.606,129.794,109.818,21.904,73299.681
S,3212,45.299,616.181,0.093,373.69,0.03,1.754866,0.000363,2.45404,0.00037,65.614,129.781,109.814,21.905,73299.517
S,3212,45.340,613.629,0.090,373.33,0.02,1.745920,0.000352,2.44388,0.00036,65.622,129.769,109.810,21.906,73299.353
S,3212,45.384,610.996,0.087,372.95,0.02,1.736659,0.000344,2.43339,0.00035,65.630,129.757,109.807,21.907,73299.189
S,3212,45.429,608.262,0.086,372.55,0.02,1.727019,0.000343,2.42251,0.00034,65.638,129.745,109.803,21.907,73299.026
S,3212,45.476,605.454,0.088,372.13,0.03,1.717094,0.000349,2.41132,0.00035,65.646,129.732,109.799,21.908,73298.862
S,3212,45.526,602.496,0.089,371.67,0.03,1.706613,0.000349,2.39954,0.00035,65.653,129.720,109.795,21.909,73298.698
S,3212,45.579,599.371,0.087,371.18,0.02,1.695522,0.000340,2.38710,0.00034,65.661,129.708,109.792,21.910,73298.534
S,3212,45.635,596.075,0.084,370.65,0.02,1.683808,0.000329,2.37397,0.00034,65.669,129.695,109.788,21.911,73298.370
S,3212,45.702,592.207,0.079,370.03,0.02,1.670055,0.000306,2.35857,0.00031,65.677,129.683,109.784,21.911,73298.206
S,3212,45.779,587.722,0.071,369.31,0.02,1.654193,0.000273,2.34070,0.00028,65.685,129.672,109.780,21.912,73298.043
S,3212,45.863,582.843,0.068,368.57,0.02,1.637164,0.000260,2.32127,0.00027,65.692,129.660,109.776,21.913,73297.879
S,3212,45.946,577.960,0.073,367.89,0.02,1.620439,0.000275,2.30182,0.00029,65.700,129.649,109.773,21.914,73297.715
